6.711522629999999481e+03 3.042368999999999915e+02 9.478718999999999539e+01
6.712468419999997423e+03 4.795941000000000258e+02 8.370905999999999381e+01
6.712469409999997879e+03 1.743770000000000095e+02 7.927723000000000297e+01
6.712470329999996466e+03 3.085899000000000001e+02 1.001263399999999990e+02
6.715410620000002382e+03 2.310588999999999942e+02 1.099289899999999989e+02
6.715411610000002838e+03 2.757493999999999801e+02 1.113991299999999995e+02
6.715412519999998040e+03 2.512596000000000060e+02 1.050268899999999945e+02
6.715538760000003094e+03 9.252089999999999748e+01 7.606201000000000079e+01
6.715539750000003551e+03 3.186843999999999824e+02 7.846600999999999715e+01
6.715540659999998752e+03 -4.188320000000000221e+01 7.376503999999999905e+01
6.715541559999997844e+03 1.970220999999999947e+02 9.716956000000000415e+01
6.721432780000002822e+03 -5.446209999999999951e+01 1.487114599999999882e+02
6.721433680000001914e+03 7.487099999999999511e+01 1.408956100000000049e+02
6.721587119999996503e+03 2.060390999999999906e+02 9.802961000000000524e+01
6.721588109999996959e+03 1.175014999999999930e+02 1.008017700000000048e+02
6.721589019999999437e+03 1.304528999999999996e+02 1.028485500000000030e+02
6.721589930000001914e+03 1.407563000000000102e+02 1.563446900000000142e+02
6.722437480000000505e+03 2.207375000000000114e+02 7.403463000000000704e+01
6.722438390000002983e+03 1.532472999999999956e+02 7.178136999999999546e+01
6.722439299999998184e+03 2.589112999999999829e+02 8.103858999999999924e+01
6.723477520000000368e+03 2.093354999999999961e+02 7.943175999999999704e+01
6.723478430000002845e+03 2.695658000000000243e+02 8.266639000000000692e+01
6.723479339999998047e+03 1.650241000000000042e+02 8.149147999999999570e+01
6.723480250000000524e+03 3.251754000000000246e+02 1.081473399999999998e+02
6.741578710000001593e+03 2.656148999999999774e+02 1.301921000000000106e+02
6.741579619999996794e+03 2.912000000000000099e+01 1.251196300000000008e+02
6.741580529999999271e+03 -1.203499000000000052e+02 1.214994700000000023e+02
6.741581440000001749e+03 1.930533000000000072e+02 2.427793000000000063e+02
6.743491970000002766e+03 1.604889999999999972e+01 7.953410999999999831e+01
6.743492890000001353e+03 1.399110000000000014e+02 7.459543999999999642e+01
6.743493799999996554e+03 8.124700000000000699e+00 8.046930999999999301e+01
6.743494769999997516e+03 1.041965000000000003e+02 1.071309799999999939e+02
6.743555260000000999e+03 1.714050000000000011e+02 9.001797999999999433e+01
6.743556250000001455e+03 1.700622999999999934e+02 9.874406000000000461e+01
6.744513870000002498e+03 -2.429029999999999845e+01 6.223402999999999707e+01
6.744514779999997700e+03 4.932973999999999819e+02 7.239770000000000039e+01
6.744542150000001129e+03 4.326433000000000106e+02 8.747238000000000113e+01
6.744543060000003607e+03 -7.883889999999999532e+01 1.045552699999999930e+02
6.751330690000002505e+03 7.677889999999999304e+01 8.918536000000000286e+01
6.751331680000002962e+03 2.142476000000000056e+02 8.603947999999999752e+01
6.751332589999998163e+03 1.411030000000000051e+01 7.866536000000000683e+01
6.751333500000000640e+03 3.276198999999999728e+02 1.106135600000000068e+02
6.772522839999997814e+03 2.395253999999999905e+02 1.099829600000000056e+02
6.772523739999996906e+03 7.948449999999999704e+01 1.016513400000000047e+02
6.772524649999999383e+03 1.539653000000000134e+02 1.018185799999999972e+02
6.772525560000001860e+03 7.122249999999999659e+01 1.536679699999999968e+02
6.776447180000002845e+03 -2.109219999999999828e+01 6.937246000000000379e+01
6.776448089999998047e+03 2.046073000000000093e+02 7.670821999999999719e+01
6.776449000000000524e+03 9.113979999999999393e+01 7.990270999999999901e+01
6.776449910000003001e+03 -1.242576999999999998e+02 1.044551500000000033e+02
6.778284709999999905e+03 1.936511000000000138e+02 8.938091000000000008e+01
6.778285620000002382e+03 4.276409999999999911e+01 8.722041000000000111e+01
6.778286529999997583e+03 1.146279999999999966e+01 7.621119000000000199e+01
6.778287429999996675e+03 7.562599999999999767e+00 1.086136000000000053e+02
6.780293949999999313e+03 1.841713000000000022e+02 8.950221999999999412e+01
6.780294860000001790e+03 2.841653000000000020e+02 9.187745999999999924e+01
6.780295769999996992e+03 7.256270000000000664e+01 9.006838000000000477e+01
6.780296670000003360e+03 1.959918000000000120e+02 1.180670599999999979e+02
6.781336980000000040e+03 2.992970000000000041e+01 8.513170999999999822e+01
6.781337879999999132e+03 1.225850999999999971e+02 8.814669000000000665e+01
6.781338790000001609e+03 -1.477940000000000076e+01 8.701659999999999684e+01
6.781339699999996810e+03 1.599319999999999986e+01 1.134530500000000046e+02
6.783328029999996943e+03 -3.531009999999999849e+01 9.209174000000000149e+01
6.783328950000002806e+03 4.035430000000000206e+01 9.132623999999999853e+01
6.783329850000001898e+03 5.906600000000000250e+01 9.223132999999999981e+01
6.783330759999997099e+03 1.415483000000000118e+02 1.292617999999999938e+02
6.798408900000002177e+03 -2.797217999999999734e+02 5.871688999999999936e+01
6.798409809999997378e+03 -6.262709999999999866e+01 6.049676000000000187e+01
6.798410719999999856e+03 -1.192823999999999955e+02 6.126783999999999963e+01
6.798411630000002333e+03 -2.069642000000000053e+02 7.957223999999999364e+01
6.800472829999998794e+03 5.811670000000000158e+01 1.188941099999999977e+02
6.800511250000003201e+03 -1.201884000000000015e+02 1.150766100000000023e+02
6.800512159999998403e+03 -2.713520000000000110e+01 1.197543900000000008e+02
6.800513070000000880e+03 -1.677245000000000061e+02 1.238528500000000037e+02
6.801332399999999325e+03 9.798300000000000409e+01 8.864395000000000380e+01
6.801333310000001802e+03 -1.225608000000000004e+02 9.341738999999999749e+01
6.801334219999997003e+03 2.435207000000000050e+02 9.658689999999999998e+01
6.801335120000003371e+03 1.082399999999999984e+01 1.362871700000000033e+02
6.803392509999997856e+03 9.843089999999999407e+01 8.429864000000000601e+01
6.803393420000000333e+03 -2.764470000000000027e+01 8.372668000000000177e+01
6.803394330000002810e+03 -4.092699999999999783e+00 9.299081999999999937e+01
6.803395239999998012e+03 -5.254990000000000094e+01 1.110916399999999982e+02
6.803458090000000084e+03 -2.471698000000000093e+02 9.662569999999999482e+01
6.803459000000002561e+03 -3.433800000000000097e+01 8.829140999999999906e+01
6.805397250000001804e+03 6.347400000000000375e+00 6.869458000000000197e+01
6.805398150000000896e+03 -5.237510000000000332e+01 6.621899999999999409e+01
6.805399069999999483e+03 -1.502643999999999949e+02 6.465453999999999724e+01
6.805399980000001960e+03 -2.226809000000000083e+02 7.701572000000000173e+01
6.807277139999998326e+03 -1.225356000000000023e+02 9.112421000000000504e+01
6.807278050000000803e+03 2.034086000000000070e+02 8.835250999999999522e+01
6.807278960000003281e+03 1.708652999999999906e+02 7.902415000000000589e+01
6.807279869999998482e+03 1.089445000000000050e+02 1.092317199999999957e+02
6.809443120000003546e+03 3.549940000000000140e+01 7.951605000000000700e+01
6.809444109999996726e+03 6.125310000000000343e+01 7.616837999999999909e+01
6.809445019999999204e+03 2.081176000000000101e+02 7.685739999999999839e+01
6.809445930000001681e+03 -2.064338999999999942e+02 9.026682999999999879e+01
6.811420539999999164e+03 -4.682379999999999853e+01 5.714641000000000304e+01
6.811421529999999620e+03 1.873029999999999973e+02 5.866226000000000340e+01
6.811422440000002098e+03 -1.278511000000000024e+02 5.574672999999999945e+01
6.811423349999997299e+03 -1.272211000000000070e+02 6.925896000000000186e+01
6.829319100000000617e+03 2.360525000000000091e+02 7.936575999999999453e+01
6.829320010000003094e+03 1.939410000000000167e+01 8.029337999999999909e+01
6.829320919999998296e+03 1.135211999999999932e+02 7.953633999999999560e+01
6.829321830000000773e+03 9.985030000000000427e+01 7.507507999999999981e+01
6.831303800000001502e+03 1.964939999999999998e+01 5.290923999999999694e+01
6.831304720000000088e+03 3.172329999999999828e+01 5.637711000000000183e+01
6.831305639999998675e+03 -9.174699999999999633e+00 5.619158000000000186e+01
6.831306559999997262e+03 -1.293670000000000009e+01 6.957247999999999877e+01
6.833312709999998333e+03 -2.941979999999999862e+01 6.582855999999999597e+01
6.833313640000000305e+03 -1.536025999999999954e+02 6.709978999999999871e+01
6.833314570000002277e+03 -4.175710000000000122e+01 6.171737999999999857e+01
6.833315490000000864e+03 4.019950000000000045e+01 8.859712000000000387e+01
6.835306570000000647e+03 -1.618659999999999854e+01 5.967683999999999855e+01
6.835307480000003125e+03 -1.150601999999999947e+02 5.881188000000000216e+01
6.835308380000002217e+03 3.921909999999999741e+01 6.218520000000000181e+01
6.835309289999997418e+03 -1.297324999999999875e+02 7.392180000000000462e+01
6.837306790000002366e+03 -9.284739999999999327e+01 6.689709999999999468e+01
